,winery,description,points,price
4079,Undurraga,"In this racy, full-bodied wine, olive, spice, chocolate and berry aromas come in front of a flush but acidic palate with a tartaric influence. Herbal red-berry and olive flavors finish long and lasting, with a tomato note.",89,40.0
4080,Maryhill,"Partially fermented on French oak staves, this does express itself with some toasty aromatics, but well-defined and nicely balanced. The fruit offers ripe, mixed flavors of lemon, lime and pineapple, with juicy acidity, no bitterness and impressive length.",89,12.0
4081,Albert Bichot,"Properly opulent, this is a generous, subtly wood-aged wine. Ripe apricot and peach fruits are shot through with crisp apple. The wood and the rich fruits give this structured wine a warm character. It is still young, of course. Drink from 2023.",94,194.0
4082,Foxen,"There's a soft stroke of rosewater to the nose of this single-vineyard bottling as well as raspberry jam, fennel pollen and iron. The palate benefits from strong fennel and white sage, which lifts the berry-fruit and raw-meat flavors. The texture is simultaneously light and penetrating.",94,66.0
4083,Feudi di San Gregorio,"Lacryma Christi is a rustic and savory red wine, with bright tones of dried currant, spice, tobacco and leather. It includes touches of cured meat and bresaola, and the finish is sour and fresh.",85,16.0
4084,Maryhill,"According to its bottle, this has 15.5% alcohol, and yet the raspberry flavor lacks weight and depth. Instead, flavors of stem and earth seem to dominate.",85,17.0
4085,Maryhill,"Not really distinguishable from the winery's regular bottling of Sangiovese, this too has just a hint of sour cherry, with leafy, earthy, drying tannins.",85,20.0
4086,Maryhill,"Chalky and dry, this tastes of barely ripe cherry, with plenty of leafy flavors. The tannins take over quickly in a brief, drying finish.",85,17.0
4087,Wines & Winemakers,"This is a juicy, dense wine from João Silva e Sousa and Francisco Baptista that is packed with dark, steely tannins. A field blend of 10 Douro red varieties, with 12 months of wood aging, it's ripe in sweet, rich red fruits that are balanced by intense acidity. Still young, the wine will be better from 2017.",91,18.0
4088,Testarossa,"Starts off smelling vegetal, although with breathing the cherries come through. In the mouth, turns simple in fruit, with a silky texture. Disappointing.",84,54.0
4089,Wines & Winemakers,"Produced from old vines, this crisp wine is floral and fresh. Concentrated with white and citrus fruit flavors over tight steeliness, it has a serious side of complex textures that will allow it to develop over the next few months. Drink now for the fresh fruit tones, although it will be better from late 2016.",90,20.0
4090,Testarossa,"Luscious golden in color, this dessert wine shows aromas of honeyed and seared lemons, with hints of marigold and toasted sunflower seeds. The palate is rich and sweet, but balanced expertly with a great tartness.",90,25.0
4091,Chanson Père et Fils,"Plenty of wood aromas, but the palate combines the wood notes with smoky acidity, textured green plum and vanilla flavors with a refreshing acidity. There's a tang here: a wine that has bursts of great fruit to go with the wood.",89,55.0
4092,Albert Bichot,"Rich, ripe and fruity, this wine wears its tannins easily. With layers of acidity, red-berry fruit and a dark, dry core, the wine is impressive and set to age. The aftertaste is both sweet with the generous fruit and dry with tannins, finishing firmly. Drink from 2020.",93,90.0
4093,Chanson Père et Fils,"Rich while firm, this wine is structured and dense. It has great fruit potential that is still developing through the tight texture and the concentrated structure. It will be a fine wine, but give it time. Drink from 2020.",93,175.0
4094,Feudi di San Gregorio,"This opens with aromas suggesting pear, yellow stone fruit, Mediterranean herb and a whiff of citrus while the vibrant palate delivers crisp green apple, juicy lime, saline and energizing mineral. Racy acidity provides the backbone. Give this time to fully develop. Drink 2017 through 2024.",93,60.0
4095,Feudi di San Gregorio,"Perfumed with enticing scents of yellow flower, beeswax, orchard fruit and crushed stone, this shows the serious nature of Greco di Tufo. The elegant, mineral-driven palate delivers yellow apple, lemon zest, dried Mediterranean herb and mineral framed in tangy acidity. It's an extremely impressive showing especially given the cool, wet vintage.",93,60.0
4096,V. Sattui,"This Riesling has just the right amount of minerality balanced against apple and peach flavors, and an underlying core of lime. Fermented in stainless steel, it is bright and joyful to drink, boasting a long finish. Pour alongside all the classic pairings from Asian takeout to a proper curry.",91,25.0
4097,Siduri,"Intensely dark blackberry fruit meets with game and minty chocolate on the nose of this appellation blend by Adam Lee. The flavors are woody with forest undergrowth, and surround a core of mulberry.",88,39.0
4098,Louis Latour,"Intensely ripe wine, with melon and pear flavors, spiced with just the right amount of wood and structured fruit skin tannins. So classy, this is a beautiful wine, boasting the richness of 2009 while still keeping a sense of nervy texture.",94,320.0
4099,Louis Latour,"This wine has a zesty structure, with good minerality and ripe yellow fruits.Tightly structured with acidity, it comes from one of the cooler villages of the Côte de Beaune and shows a lively, bright aftertaste. Drink from 2018.",91,48.0
4100,Louis Latour,"This wine is ripe with yellow fruits and apple acidity. The richness of the year is balanced by crispness, minerality and delicious fruitiness. It will age well, so drink from 2019.",91,85.0
4101,Foxen,"Winemaker Billy Wathen makes so many single-vineyard wines that he's able to play around with styles, and uses this bottling to explore the lower alcohol side of Pinot Noir. Extremely floral aromas of rose petals, hibiscus and carnation meet with light raspberry on the elegant nose, while the lighter-bodied palate mixes slightly sour red fruit with cedar, thyme and oregano.",91,62.0
4102,Testarossa,"Testarossa blends this wine from grapes sourced from multiple vineyards. It's pretty tasty with a palate that's dry, silky and tart with acidity, along with flavors of cherry, cranberry, mushroom and lush oak. Drink up.",87,27.0
4103,Concha y Toro,"With savory aromas of soy sauce and beef broth, this is not only fruity smelling, it's meaty on the nose. The palate is full and voluminous, but not thick. Flavors of boysenberry and blackberry are slightly leafy and green, while the finish shows a good texture and grabby tannins.",87,11.0
4104,Louis Jadot,"The Clos de la Croix de Pierre forms part of the En Caradeux premier cru, and it creates poised wines. This is the red partner to a white also produced by Louis Jadot, and it displays juicy red fruit, layered with firm tannins. Drinkable now, but also capable of aging for five years.",92,45.0
4105,Siduri,"Although this is silky and elegant, it is one of Siduri's higher alcohol Pinot Noirs. Ripe and impressive, the raspberry and cherry pie flavors are accented by sweet, smoky oak notes. Drink it over the next 2–3 years for sheer pleasure.",92,49.0
4106,Chateau Ste. Michelle,"Part of a Limited Release series, this is an all-stainless Chardonnay. Ripe, tart and focused, it offers spicy bursts of yellow and green fruits, and it shows a sur lie-derived texture. The pinpoint details are gorgeous.",91,17.0
4107,Columbia Crest,"A blend of 47% Cabernet Sauvignon, 34% Merlot, 15% Cabernet Franc and 4% Malbec, this is supple and substantial, and it breathes lush notes of plum, cassis, black olive, raw wood and mineral, plus a dash of caramel.",91,30.0
4108,V. Sattui,"This wine comes from a selection of the best concrete egg, oak and stainless-steel-fermented selections of this vineyard-designate, combined with 3% Sémillon. It shows a golden honeyed touch of oak and a rich nose, notions that follow on the palate. Full bodied and lengthy, it holds highlights of lemon, quince and ginger.",90,35.0
4109,Fess Parker,"Plump red cherry and star anise aromas meet sagebrush and rust on the nose of this appellation blend. It's light bodied on the palate, where tangy acidity presents cranberry, mace and dried meat flavors.",88,30.0
4110,V. Sattui,"A rustic swagger of leather and earth mark the entry of this wine, a densely packed, thickly tannic expression of tobacco and blackberry pie. It is darkly effected by the 15% addition of Petit Verdot, as well as smaller proportions of Malbec and Syrah.",88,75.0
4111,Maryhill,"Toffee, exotic spice, vanilla, raspberry and cranberry aromas are backed by full-bodied fruit and barrel flavors. There's a lot of fruit in the bottle but the oak seems to get in the way.",88,42.0
